time_tag,bx_gsm,by_gsm,bz_gsm,lon_gsm,lat_gsm,bt,density,speed,temperature
2026-02-12 22:43:00,5.52,-4.02,-3.83,323.92,-29.30,8.10,5.56,404.8,96120
2026-02-12 22:44:00,5.32,-4.24,-4.13,321.42,-31.25,8.07,5.34,408.0,99438
2026-02-12 22:45:00,4.75,-4.68,-4.04,315.43,-31.22,7.91,5.77,407.8,89547
2026-02-12 22:46:00,4.04,-5.28,-3.44,307.42,-27.35,7.75,6.03,415.2,103494
2026-02-12 22:47:00,5.99,-3.18,-3.72,332.04,-28.74,7.92,4.99,405.9,96807
2026-02-12 22:48:00,5.08,-1.56,-5.96,342.88,-48.27,8.01,5.25,407.4,96175
2026-02-12 22:49:00,4.93,-2.20,-5.92,335.89,-47.66,8.00,5.42,405.8,88269
2026-02-12 22:50:00,4.35,-1.15,-6.23,345.23,-54.15,8.06,6.05,407.0,89507
2026-02-12 22:51:00,4.21,0.23,-6.77,3.14,-58.11,7.99,5.60,409.4,93346
2026-02-12 22:52:00,4.37,0.17,-6.94,2.17,-57.79,8.19,5.23,407.8,88655
2026-02-12 22:53:00,4.43,-1.02,-6.74,347.03,-56.02,8.15,5.29,407.3,93633
2026-02-12 22:54:00,4.86,-0.97,-6.42,348.73,-52.32,8.12,5.17,407.4,98283
2026-02-12 22:55:00,4.65,-0.71,-6.55,351.35,-54.30,8.07,5.11,406.4,95230
2026-02-12 22:56:00,4.72,-0.53,-6.57,353.55,-54.17,8.10,5.38,406.6,95108
2026-02-12 22:57:00,4.70,-0.42,-6.55,354.88,-54.24,8.08,5.23,407.0,93200
2026-02-12 22:58:00,5.14,-0.48,-6.23,354.61,-50.36,8.09,4.97,407.8,98104
2026-02-12 22:59:00,5.41,-0.55,-5.89,354.21,-47.26,8.04,4.95,406.8,102131
2026-02-12 23:00:00,5.23,-0.49,-6.09,354.60,-49.21,8.04,4.93,407.2,101756
2026-02-12 23:01:00,4.96,-1.23,-6.15,346.10,-50.28,8.05,4.86,406.8,98873
2026-02-12 23:23:00,5.23,-2.50,-4.51,334.49,-37.88,7.34,4.80,405.1,89197
2026-02-12 23:24:00,3.97,-3.70,-4.86,317.02,-41.82,7.45,5.71,411.8,101367
2026-02-12 23:25:00,4.69,-3.34,-4.77,324.52,-39.61,7.59,5.34,410.9,105318
2026-02-12 23:26:00,4.94,-3.08,-5.04,328.07,-40.87,7.72,5.19,406.9,102514
2026-02-12 23:27:00,4.86,-3.20,-5.18,326.62,-41.64,7.82,5.29,408.4,101094
2026-02-12 23:28:00,4.48,-3.22,-5.14,324.27,-42.96,7.57,5.01,407.3,94641
2026-02-12 23:29:00,4.99,-2.37,-4.91,334.63,-41.65,7.44,5.02,407.3,100430
2026-02-12 23:30:00,5.40,-1.30,-4.81,346.49,-40.92,7.38,4.92,405.4,109035
2026-02-12 23:31:00,5.02,-2.15,-5.07,336.83,-42.87,7.45,5.20,408.9,104220
2026-02-12 23:32:00,5.08,-2.41,-5.09,334.63,-42.16,7.60,4.87,409.1,101308
2026-02-12 23:33:00,5.16,-2.81,-4.79,331.41,-39.19,7.60,5.10,408.5,100829
2026-02-12 23:34:00,5.35,-2.56,-4.74,334.41,-38.64,7.61,4.58,408.4,101964
2026-02-12 23:35:00,5.12,-3.07,-4.48,329.05,-36.89,7.60,4.71,406.8,98894
2026-02-12 23:36:00,4.23,-2.11,-5.84,333.52,-51.01,7.58,5.10,407.9,93483
2026-02-12 23:37:00,3.52,-2.44,-5.97,325.31,-54.35,7.40,6.77,409.8,114795
2026-02-12 23:39:00,5.25,-1.16,-5.24,347.50,-44.26,7.53,7.31,405.2,103566
2026-02-12 23:40:00,5.52,-0.76,-4.97,352.17,-41.73,7.53,6.20,403.7,122944
2026-02-12 23:41:00,6.80,0.85,-3.48,7.09,-26.94,7.72,3.47,391.7,104657
2026-02-12 23:42:00,6.80,2.32,-2.54,18.85,-19.48,7.66,3.78,392.1,109810
2026-02-12 23:43:00,6.95,1.78,-2.51,14.34,-19.31,7.68,3.63,389.5,110662
2026-02-12 23:44:00,6.73,0.24,-3.81,2.06,-29.53,7.75,3.68,394.4,105082
2026-02-12 23:45:00,6.10,-0.23,-4.54,357.84,-36.66,7.74,3.74,394.4,78184
2026-02-12 23:46:00,6.11,-1.69,-4.32,344.54,-34.27,7.71,3.75,396.3,78603
2026-02-12 23:47:00,5.82,-1.89,-4.67,341.98,-37.38,7.74,4.17,398.1,88478
2026-02-12 23:48:00,6.16,-2.30,-3.58,339.53,-28.57,7.62,3.63,395.8,95621
2026-02-12 23:49:00,6.11,-3.30,-2.92,331.63,-22.85,7.55,3.96,396.8,88421
2026-02-12 23:50:00,5.31,-2.65,-3.73,333.47,-32.14,7.43,4.58,404.9,103211
2026-02-12 23:51:00,4.53,-2.50,-5.38,331.07,-46.08,7.45,4.83,405.3,93757
2026-02-12 23:52:00,4.11,-2.91,-5.55,324.72,-47.81,7.49,5.14,405.5,86801
2026-02-12 23:53:00,4.30,-2.48,-5.63,330.09,-48.57,7.53,5.35,405.2,94009
2026-02-12 23:54:00,4.38,-1.92,-5.70,336.29,-49.97,7.49,4.91,406.0,94614
2026-02-12 23:55:00,4.13,-1.96,-5.87,334.61,-52.05,7.47,5.15,405.4,96237
2026-02-12 23:56:00,4.23,-3.84,-4.59,317.81,-38.80,7.41,5.33,403.6,91726
2026-02-12 23:57:00,3.28,-6.97,-0.57,295.18,-4.21,7.78,4.91,400.2,82187
2026-02-12 23:58:00,3.08,-7.29,-0.26,292.93,-1.90,7.92,4.93,399.8,86902
2026-02-12 23:59:00,2.98,-7.42,-0.15,291.86,-1.09,8.01,4.76,398.3,71786
2026-02-13 00:00:00,3.68,-7.09,-0.36,297.41,-2.61,8.03,4.67,397.5,89757
2026-02-13 00:01:00,3.53,-6.96,-0.85,296.87,-6.25,7.94,4.51,398.6,93932
2026-02-13 00:02:00,3.09,-7.01,-0.07,293.80,-0.52,7.86,4.61,399.7,80205
2026-02-13 00:03:00,3.01,-7.14,0.44,292.87,3.22,7.79,4.78,396.7,68854
2026-02-13 00:04:00,2.86,-7.20,0.69,291.63,5.08,7.81,4.72,398.9,61785
2026-02-13 00:05:00,2.69,-7.27,0.48,290.28,3.57,7.79,5.41,398.3,71646
2026-02-13 00:06:00,2.96,-7.24,-0.17,292.26,-1.24,7.83,4.76,396.3,65324
2026-02-13 00:07:00,2.98,-7.22,-0.47,292.41,-3.44,7.86,4.67,396.9,59028
2026-02-13 00:08:00,3.60,-6.82,0.03,297.83,0.22,7.76,4.61,395.8,77665
2026-02-13 00:09:00,2.56,-7.32,-0.73,289.30,-5.40,7.80,5.17,400.4,64578
2026-02-13 00:10:00,2.69,-7.22,-0.85,290.42,-6.31,7.77,5.10,399.5,66500
2026-02-13 00:11:00,3.06,-7.05,-0.74,293.46,-5.48,7.73,4.85,397.3,65817
2026-02-13 00:12:00,2.71,-7.23,-0.50,290.57,-3.71,7.74,4.87,397.9,63629
2026-02-13 00:13:00,3.02,-7.05,-0.37,293.20,-2.78,7.71,4.61,396.4,62598
2026-02-13 00:14:00,2.40,-7.08,-0.87,288.70,-6.65,7.60,5.04,396.7,58344
2026-02-13 00:15:00,2.17,-7.19,-0.22,286.81,-1.66,7.51,5.37,397.8,57561
2026-02-13 00:16:00,2.45,-7.05,-0.21,289.20,-1.65,7.48,5.14,396.0,54987
2026-02-13 00:17:00,2.73,-6.90,-0.64,291.58,-4.91,7.47,5.06,395.4,58024
2026-02-13 00:18:00,2.33,-7.10,-0.69,288.18,-5.30,7.54,5.07,395.6,54691
2026-02-13 00:19:00,2.02,-7.13,0.53,285.82,4.05,7.45,5.18,396.3,52038
2026-02-13 00:20:00,1.97,-7.02,1.17,285.64,9.10,7.41,5.12,396.7,53947
2026-02-13 00:21:00,0.47,-7.01,2.27,273.81,17.95,7.44,6.62,406.3,88751
2026-02-13 00:22:00,-0.27,-6.95,3.42,267.80,26.17,7.76,7.32,409.2,96538
2026-02-13 00:23:00,-0.50,-6.94,3.23,265.89,24.93,7.69,7.81,409.7,101049
2026-02-13 00:24:00,-0.11,-7.11,2.76,269.14,21.19,7.64,7.79,406.7,105861
2026-02-13 00:25:00,-0.26,-7.18,2.47,267.91,18.98,7.61,7.48,407.0,101514
2026-02-13 00:26:00,-0.83,-6.80,2.83,263.00,22.43,7.43,8.34,409.3,105793
2026-02-13 00:27:00,-0.71,-6.63,2.63,263.92,21.51,7.15,8.32,409.0,102371
2026-02-13 00:28:00,-0.57,-6.76,2.36,265.15,19.19,7.20,7.83,408.2,101760
2026-02-13 00:29:00,0.01,-6.75,2.25,270.11,18.41,7.15,8.03,406.7,113859
2026-02-13 00:30:00,3.34,-5.15,-1.20,302.99,-11.07,6.62,5.39,393.2,89244
2026-02-13 00:31:00,0.04,-6.41,2.03,270.33,17.56,6.83,5.65,402.7,66793
2026-02-13 00:32:00,-0.34,-6.35,2.64,266.96,22.54,6.97,5.81,407.2,73188
2026-02-13 00:33:00,2.57,-2.50,-1.56,315.79,-23.58,6.58,3.97,399.2,64498
2026-02-13 00:34:00,4.66,1.21,-5.45,14.60,-48.53,7.28,4.55,403.4,89076
2026-02-13 00:35:00,4.92,0.31,-5.17,3.64,-46.38,7.15,4.40,403.1,94914
2026-02-13 00:36:00,4.97,-0.08,-5.06,359.04,-45.52,7.11,4.32,402.7,99091
2026-02-13 00:37:00,5.08,-0.35,-5.01,356.10,-44.52,7.15,4.10,402.6,97940
2026-02-13 00:38:00,5.16,-0.52,-4.80,354.29,-42.75,7.07,4.62,398.4,96703
2026-02-13 00:39:00,5.22,-0.36,-4.83,356.00,-42.70,7.13,4.34,397.5,91559
2026-02-13 00:40:00,5.51,-0.70,-4.54,352.71,-39.26,7.17,4.15,391.7,70505
2026-02-13 00:41:00,5.32,-0.77,-4.73,351.75,-41.34,7.17,4.52,396.5,89316
2026-02-13 00:42:00,5.29,-0.66,-4.80,352.87,-42.00,7.18,4.33,399.4,95106
2026-02-13 00:43:00,5.40,-0.13,-4.78,358.67,-41.50,7.22,4.12,389.9,74302
2026-02-13 00:44:00,5.64,-0.60,-4.77,353.98,-40.05,7.44,3.75,394.3,67571
2026-02-13 00:45:00,4.98,-0.42,-5.42,355.17,-47.34,7.37,4.06,400.4,100314
2026-02-13 00:46:00,4.83,-0.53,-5.51,353.68,-48.60,7.35,3.94,402.4,102038
2026-02-13 00:47:00,4.53,0.03,-5.75,0.38,-51.80,7.32,3.99,402.1,91553
2026-02-13 00:48:00,4.66,-0.30,-5.59,356.31,-50.10,7.32,3.95,400.8,94794
2026-02-13 00:49:00,4.51,-1.33,-5.54,343.57,-49.70,7.29,4.22,402.0,104094
2026-02-13 00:50:00,4.53,-0.49,-5.69,353.86,-51.33,7.33,4.11,403.1,98277
2026-02-13 00:51:00,4.16,-0.33,-6.03,355.53,-55.30,7.27,4.49,402.4,91598
2026-02-13 00:52:00,4.60,-0.66,-5.43,351.87,-49.48,7.19,4.16,401.5,94322
2026-02-13 00:53:00,4.52,-0.15,-5.63,358.16,-51.23,7.24,4.02,402.6,100100
2026-02-13 00:54:00,4.86,-0.71,-5.23,351.70,-46.85,7.19,4.18,403.4,104397
2026-02-13 00:55:00,4.76,-0.69,-5.24,351.81,-47.42,7.12,4.34,402.4,90052
2026-02-13 00:56:00,4.66,-0.40,-5.26,355.10,-48.37,7.04,4.13,402.5,88558
2026-02-13 00:57:00,4.61,-1.41,-4.70,343.00,-44.23,6.75,4.53,402.3,104436
2026-02-13 00:58:00,4.62,-1.36,-4.57,343.54,-43.54,6.69,4.27,402.0,101409
2026-02-13 00:59:00,4.54,-1.73,-4.44,339.13,-42.44,6.64,4.03,404.2,108165
2026-02-13 01:00:00,4.47,-1.29,-4.58,343.91,-44.56,6.54,3.70,399.6,78543
2026-02-13 01:01:00,5.02,-1.62,-3.93,342.16,-36.69,6.66,3.12,402.3,84045
2026-02-13 01:02:00,5.76,-2.12,-2.79,339.85,-24.41,6.77,1.24,386.3,38453
2026-02-13 01:03:00,5.96,-2.38,-2.20,338.26,-18.97,6.80,1.25,388.8,33835
2026-02-13 01:04:00,6.47,-1.22,-1.11,349.33,-9.61,6.78,1.07,402.5,28777
2026-02-13 01:05:00,5.60,-1.10,-3.58,348.87,-32.05,6.76,2.08,392.9,79227
2026-02-13 01:06:00,4.91,-2.06,-4.19,337.26,-38.20,6.78,3.24,396.5,82964
2026-02-13 01:07:00,5.64,-1.40,-3.36,346.05,-30.03,6.81,2.21,396.5,88881
2026-02-13 01:08:00,5.69,-2.42,-1.94,336.94,-17.43,6.62,1.85,405.7,53651
2026-02-13 01:09:00,6.13,-2.07,0.22,341.34,1.93,6.58,1.34,401.9,35202
2026-02-13 01:10:00,5.95,-2.73,0.73,335.33,6.32,6.63,1.68,396.3,50558
2026-02-13 01:11:00,6.02,-2.72,1.67,335.65,14.18,6.83,1.98,396.7,66243
2026-02-13 01:12:00,5.63,-3.12,2.14,330.98,18.41,6.88,2.30,398.1,72049
2026-02-13 01:13:00,5.01,-3.09,3.96,328.34,33.89,7.12,2.66,390.7,73341
2026-02-13 01:14:00,4.07,-2.51,5.32,328.38,48.05,7.17,3.65,397.1,81287
2026-02-13 01:15:00,3.01,-2.76,5.80,317.47,54.79,7.10,4.19,405.1,88941
2026-02-13 01:16:00,3.81,-2.57,5.21,326.07,48.58,6.98,3.81,403.6,104972
2026-02-13 01:17:00,3.00,-2.11,5.78,324.90,57.62,6.96,4.17,407.5,105816
2026-02-13 01:18:00,3.53,-3.17,4.88,318.03,45.78,6.95,3.92,403.6,100439
2026-02-13 01:19:00,3.69,-3.48,4.74,316.67,43.08,7.03,4.00,402.9,98608
2026-02-13 01:20:00,3.96,-2.45,5.40,328.24,49.23,7.15,3.75,404.9,109400
2026-02-13 01:21:00,3.71,-1.63,5.86,336.20,55.36,7.18,3.71,403.3,98436
2026-02-13 01:22:00,4.18,-3.62,4.74,319.10,40.57,7.30,3.54,404.7,111546
2026-02-13 01:23:00,4.12,-3.43,4.95,320.27,42.71,7.33,3.74,403.8,100991
2026-02-13 01:24:00,5.23,-3.19,3.78,328.60,31.70,7.23,2.17,395.8,62568
2026-02-13 01:25:00,5.53,-2.62,3.96,334.65,32.90,7.30,2.13,395.7,64070
2026-02-13 01:26:00,5.54,-2.27,3.93,337.72,33.25,7.18,2.87,394.9,86885
2026-02-13 01:27:00,5.22,-0.95,4.89,349.67,42.66,7.26,3.10,401.5,88041
2026-02-13 01:28:00,5.44,-0.76,4.73,352.00,40.76,7.28,2.28,398.1,64112
2026-02-13 01:29:00,5.22,-1.04,4.99,348.71,43.12,7.31,2.11,395.5,64790
2026-02-13 01:30:00,5.08,-1.34,4.98,345.26,43.48,7.26,2.21,394.6,67371
2026-02-13 01:31:00,4.28,-1.93,5.27,335.68,48.28,7.14,3.55,396.9,64984
2026-02-13 01:32:00,3.51,-2.10,5.73,329.08,54.48,7.07,4.14,405.8,102220
2026-02-13 01:33:00,4.28,-2.17,5.17,333.19,47.10,7.06,3.65,402.2,94429
2026-02-13 01:34:00,4.57,-1.62,5.15,340.44,46.69,7.08,2.91,399.5,87454
2026-02-13 01:35:00,4.48,-0.83,5.52,349.47,50.49,7.14,3.53,396.6,81234
2026-02-13 01:36:00,4.97,-1.12,4.95,347.31,44.20,7.14,2.90,393.2,85278
2026-02-13 01:37:00,4.91,-1.33,5.07,344.88,44.90,7.18,3.43,391.5,86727
2026-02-13 01:38:00,4.87,-0.99,5.17,348.54,46.17,7.18,2.94,392.5,64641
2026-02-13 01:39:00,4.51,-0.34,5.51,355.65,50.61,7.14,3.33,392.8,67205
2026-02-13 01:40:00,4.51,-0.53,5.57,353.33,50.83,7.20,3.77,395.9,86889
2026-02-13 01:41:00,4.57,-0.47,5.72,354.10,51.23,7.35,3.54,393.2,68429
2026-02-13 01:42:00,4.54,-1.11,5.79,346.24,51.11,7.44,3.60,394.0,72093
2026-02-13 01:43:00,4.65,-1.39,5.74,343.29,49.82,7.52,3.68,397.1,85846
2026-02-13 01:44:00,4.49,-1.72,5.84,338.99,50.56,7.57,3.61,400.3,92470
2026-02-13 01:45:00,4.38,-1.54,6.01,340.58,52.31,7.61,3.84,402.7,110407
2026-02-13 01:46:00,4.57,-1.09,6.05,346.62,52.15,7.67,3.46,400.0,82139
2026-02-13 01:47:00,4.22,-1.66,6.14,338.56,53.53,7.65,3.65,406.9,108780
2026-02-13 01:48:00,4.30,-1.57,5.96,339.95,52.47,7.53,3.59,406.6,109205
2026-02-13 01:49:00,4.64,-2.30,5.50,333.63,46.69,7.58,3.57,403.8,110887
2026-02-13 01:50:00,4.47,-1.67,5.94,339.48,51.21,7.65,3.56,405.0,107688
2026-02-13 01:51:00,4.42,-1.36,6.09,342.94,52.78,7.66,3.71,405.5,103843
2026-02-13 01:52:00,4.24,-1.36,6.10,342.25,53.88,7.59,3.96,406.3,102155
2026-02-13 01:53:00,4.14,-1.68,6.06,337.88,53.61,7.55,4.33,406.3,105422
2026-02-13 01:54:00,4.13,-1.10,6.28,345.05,55.73,7.59,4.13,405.9,100009
2026-02-13 01:55:00,3.52,-0.80,6.57,347.19,61.19,7.51,4.05,408.7,90897
2026-02-13 01:56:00,4.10,-0.61,6.46,351.48,57.35,7.68,3.77,406.9,106452
2026-02-13 01:57:00,4.86,-1.13,5.86,346.92,49.58,7.71,3.34,395.2,74044
2026-02-13 01:58:00,5.13,-1.01,5.65,348.91,47.23,7.70,3.13,388.8,63831
2026-02-13 01:59:00,4.96,-1.21,5.73,346.27,48.30,7.69,3.02,389.8,62217
2026-02-13 02:00:00,4.96,-1.19,5.58,346.51,47.55,7.56,2.94,388.3,65906
2026-02-13 02:01:00,4.86,-1.29,5.65,345.09,48.35,7.56,2.74,390.1,58209
2026-02-13 02:02:00,4.95,-1.61,5.52,341.95,46.69,7.59,2.95,391.1,61364
2026-02-13 02:03:00,4.72,-2.57,6.00,331.39,48.15,8.05,3.20,396.7,75385
2026-02-13 02:04:00,4.58,-2.33,6.10,333.07,49.88,7.97,3.54,404.9,119108
2026-02-13 02:05:00,4.19,-2.40,5.97,330.19,51.05,7.71,3.72,403.1,101058
2026-02-13 02:06:00,4.42,-2.06,5.85,335.00,50.21,7.62,3.57,402.9,100459
2026-02-13 02:07:00,4.79,-2.81,5.19,329.60,43.06,7.62,3.01,391.7,72686
2026-02-13 02:08:00,4.50,-2.92,5.29,327.01,44.60,7.57,3.93,395.9,83110
2026-02-13 02:09:00,4.61,-3.70,4.25,321.22,35.74,7.32,3.09,394.3,84584
2026-02-13 02:10:00,4.38,-3.52,4.56,321.25,39.09,7.31,3.46,393.6,83013
2026-02-13 02:11:00,3.68,-3.35,5.19,317.69,46.21,7.25,4.96,400.8,102306
2026-02-13 02:12:00,3.95,-2.39,5.38,328.82,49.32,7.38,2.85,405.6,60221
2026-02-13 02:13:00,5.78,-3.88,2.92,326.16,22.79,7.62,2.62,395.5,80540
2026-02-13 02:14:00,5.97,-5.19,0.44,319.03,3.21,8.07,1.92,400.7,61388
2026-02-13 02:15:00,6.34,-5.09,2.06,321.22,14.23,8.47,1.02,411.0,35127
2026-02-13 02:16:00,6.95,-4.73,-0.53,325.74,-3.64,8.47,0.73,405.7,21845
2026-02-13 02:17:00,6.22,-5.04,-0.12,320.97,-0.87,8.15,0.97,399.6,27674
2026-02-13 02:18:00,5.89,-5.27,0.64,318.21,4.66,8.19,1.12,402.4,31620
2026-02-13 02:19:00,6.71,-1.69,-2.93,345.84,-22.93,7.91,2.47,445.4,111778
2026-02-13 02:20:00,6.27,1.46,-4.07,13.14,-32.33,7.65,1.65,413.4,67781
2026-02-13 02:21:00,6.13,-4.09,0.85,326.27,6.56,7.66,1.13,406.7,53008
2026-02-13 02:22:00,7.23,-1.78,-0.56,346.16,-4.29,7.63,1.56,465.6,77553
2026-02-13 02:23:00,7.16,0.86,-1.19,6.82,-9.39,7.39,1.75,462.6,90296
2026-02-13 02:24:00,5.25,3.69,-2.75,35.14,-23.22,7.20,1.26,405.9,33500
2026-02-13 02:25:00,4.17,4.29,-4.28,45.83,-35.58,7.36,2.43,397.3,59827
2026-02-13 02:26:00,3.25,4.75,-4.23,55.66,-36.35,7.29,3.03,412.7,81220
2026-02-13 02:27:00,1.65,6.62,-2.26,76.00,-18.30,7.33,5.16,410.5,91488
2026-02-13 02:28:00,-0.23,6.88,-2.36,91.89,-18.92,7.32,6.33,418.5,96004
2026-02-13 02:29:00,0.95,6.40,-3.48,81.56,-28.28,7.45,6.38,414.7,106481
2026-02-13 02:30:00,1.16,5.41,-4.85,77.89,-41.25,7.59,5.26,411.7,76591
2026-02-13 02:31:00,2.56,6.00,-3.91,66.91,-30.94,7.68,4.89,404.3,83572
2026-02-13 02:32:00,2.51,6.06,-3.55,67.55,-28.40,7.71,5.65,403.9,86727
2026-02-13 02:33:00,3.08,3.28,-3.50,46.76,-37.84,7.41,4.72,403.8,93404
2026-02-13 02:34:00,2.89,5.60,-3.51,62.67,-29.08,7.34,4.67,409.1,97497
2026-02-13 02:35:00,5.55,3.72,-3.29,33.79,-26.22,7.51,1.94,397.6,71090
2026-02-13 02:36:00,5.46,4.55,-2.23,39.79,-17.43,7.48,3.11,389.0,132605
2026-02-13 02:37:00,5.44,4.12,-2.99,37.18,-23.69,7.56,3.04,393.2,124321
2026-02-13 02:38:00,5.76,4.62,-1.61,38.72,-12.30,7.60,3.16,392.7,131193
2026-02-13 02:39:00,5.49,4.98,-1.95,42.22,-14.73,7.72,2.29,391.3,68542
2026-02-13 02:40:00,5.43,3.88,-3.93,35.52,-30.47,7.87,2.42,399.9,62891
2026-02-13 02:41:00,5.59,1.07,-3.09,10.84,-28.46,7.74,1.72,420.7,40857
2026-02-13 02:42:00,7.77,1.53,1.68,11.13,11.98,8.47,0.54,410.4,10949
2026-02-13 02:43:00,8.18,-1.09,0.49,352.44,3.39,8.29,0.53,406.0,3305
2026-02-13 02:44:00,8.14,-0.21,-0.79,358.54,-5.55,8.26,0.62,393.8,21769
2026-02-13 02:45:00,7.73,0.94,-2.01,6.91,-14.46,8.09,0.49,395.8,18064
2026-02-13 02:46:00,7.85,-1.77,-1.53,347.30,-10.78,8.30,0.70,425.0,15749
2026-02-13 02:47:00,7.95,-0.66,-1.87,355.27,-13.18,8.41,1.29,411.9,45032
2026-02-13 02:48:00,8.32,-1.98,-0.13,346.61,-0.88,8.58,1.47,441.1,61107
2026-02-13 02:49:00,7.28,-3.96,2.86,331.49,19.05,8.84,0.93,405.3,24304
2026-02-13 02:50:00,7.83,-4.96,2.23,327.63,13.55,9.52,0.28,405.1,2000
2026-02-13 02:51:00,7.81,-4.97,2.29,327.55,13.89,9.55,0.29,507.7,2000
2026-02-13 02:52:00,7.36,-5.20,3.05,324.75,18.68,9.51,0.31,507.7,2000
2026-02-13 02:53:00,6.98,-5.34,3.41,322.57,21.17,9.44,0.24,478.4,2000
2026-02-13 02:54:00,7.06,-5.05,3.61,324.42,22.60,9.40,0.25,435.1,2000
2026-02-13 02:55:00,7.22,-4.87,3.67,325.97,22.87,9.46,0.21,507.6,2000
2026-02-13 02:56:00,7.02,-4.61,4.21,326.70,26.63,9.41,0.38,468.9,5435
2026-02-13 02:57:00,6.81,-5.07,4.16,323.32,26.11,9.46,0.45,483.8,2000
2026-02-13 02:58:00,6.72,-5.34,3.86,321.53,24.21,9.42,0.75,475.2,27256
2026-02-13 02:59:00,7.04,-5.29,3.58,323.06,22.13,9.51,0.24,463.0,2000
2026-02-13 03:00:00,7.27,-5.15,3.43,324.69,21.06,9.56,0.17,538.2,2000
2026-02-13 03:01:00,6.97,-5.42,3.39,322.16,21.00,9.50,0.39,470.7,2000
2026-02-13 03:02:00,7.38,-5.41,2.75,323.76,16.73,9.55,0.54,475.9,4127
2026-02-13 03:03:00,7.04,-5.68,2.97,321.11,18.20,9.52,0.37,466.3,2000
2026-02-13 03:04:00,7.01,-5.39,3.41,322.42,21.07,9.48,0.23,512.7,2000
2026-02-13 03:05:00,7.07,-5.66,2.43,321.35,15.00,9.38,0.38,412.1,2000
2026-02-13 03:06:00,6.92,-5.69,1.66,320.58,10.49,9.11,0.56,411.2,19421
2026-02-13 03:07:00,6.94,-5.54,1.94,321.41,12.33,9.09,0.71,405.9,14402
2026-02-13 03:08:00,7.11,-5.39,1.74,322.83,11.01,9.10,0.43,405.1,2000
2026-02-13 03:09:00,7.29,-5.11,0.71,324.99,4.53,8.94,0.60,409.6,13417
2026-02-13 03:10:00,7.61,-4.72,0.16,328.19,1.03,8.97,0.48,404.9,3195
