time_tag,bx_gsm,by_gsm,bz_gsm,lon_gsm,lat_gsm,bt,density,speed,temperature
2026-02-03 05:51:00,3.38,-1.11,-4.12,341.76,-49.19,5.44,31.17,368.6,1343270
2026-02-03 05:52:00,3.59,-1.18,-3.90,341.77,-45.86,5.43,31.72,368.6,1346408
2026-02-03 05:53:00,3.60,-1.16,-3.89,342.18,-45.75,5.43,31.73,370.0,1359318
2026-02-03 05:54:00,3.58,-1.12,-3.96,342.59,-46.57,5.45,31.52,369.4,1352173
2026-02-03 05:55:00,3.55,-0.93,-3.98,345.40,-47.30,5.42,31.33,369.6,1347314
2026-02-03 05:56:00,3.81,-1.18,-3.61,342.86,-42.14,5.38,31.35,368.6,1348771
2026-02-03 05:57:00,3.96,-1.16,-3.68,343.71,-41.71,5.53,31.35,369.5,1349378
2026-02-03 05:58:00,4.03,-1.14,-3.64,344.15,-41.00,5.55,30.89,368.9,1348520
2026-02-03 05:59:00,4.07,-1.12,-3.70,344.59,-41.24,5.62,30.06,369.3,1346869
2026-02-03 06:00:00,4.13,-1.13,-3.61,344.71,-40.14,5.60,30.72,368.7,1346475
2026-02-03 06:01:00,4.38,-1.23,-3.13,344.34,-34.57,5.52,28.80,368.3,1348311
2026-02-03 06:02:00,4.39,-1.15,-3.24,345.29,-35.51,5.58,28.84,368.1,1352367
2026-02-03 06:03:00,4.54,-1.28,-3.01,344.30,-32.51,5.59,26.26,368.5,1311605
2026-02-03 06:04:00,4.43,-1.10,-3.22,346.04,-35.21,5.58,29.40,368.9,1346337
2026-02-03 06:05:00,4.36,-1.16,-3.28,345.15,-36.01,5.58,29.63,368.4,1339253
2026-02-03 06:06:00,4.37,-1.14,-3.26,345.37,-35.79,5.57,28.95,368.4,1341069
2026-02-03 06:07:00,4.35,-1.17,-3.31,344.89,-36.28,5.58,29.73,368.8,1344115
2026-02-03 06:08:00,4.19,-1.22,-3.45,343.72,-38.28,5.57,30.56,368.6,1341100
2026-02-03 06:09:00,4.09,-1.14,-3.63,344.49,-40.53,5.59,30.70,368.7,1341218
2026-02-03 06:10:00,4.17,-1.20,-3.51,343.90,-38.95,5.58,29.98,368.5,1341273
2026-02-03 06:11:00,4.29,-1.24,-3.37,343.83,-37.04,5.60,30.12,368.7,1338747
2026-02-03 06:12:00,4.36,-1.22,-3.30,344.39,-36.13,5.60,29.25,368.2,1338446
2026-02-03 06:13:00,4.37,-1.05,-3.39,346.44,-37.01,5.62,29.30,368.7,1342130
2026-02-03 06:14:00,4.24,-1.03,-3.50,346.31,-38.72,5.60,29.62,367.7,1339578
2026-02-03 06:15:00,4.42,-1.22,-3.20,344.53,-34.86,5.60,29.16,368.1,1342063
2026-02-03 06:16:00,4.36,-1.11,-3.36,345.70,-36.75,5.62,26.87,368.3,1311938
2026-02-03 06:17:00,4.37,-1.01,-3.36,347.02,-36.85,5.60,29.19,368.0,1346868
2026-02-03 06:18:00,4.32,-1.00,-3.41,346.99,-37.61,5.59,30.19,367.9,1345630
2026-02-03 06:19:00,4.41,-1.00,-3.34,347.19,-36.45,5.62,30.53,367.4,1343193
2026-02-03 06:20:00,4.27,-0.85,-3.59,348.75,-39.51,5.64,29.60,368.1,1344034
2026-02-03 06:21:00,4.14,-0.74,-3.76,349.83,-41.76,5.64,29.78,367.7,1339050
2026-02-03 06:22:00,4.18,-0.81,-3.68,349.02,-40.90,5.63,30.74,368.2,1343291
2026-02-03 06:23:00,4.31,-0.67,-3.58,351.12,-39.39,5.64,30.28,367.9,1337860
2026-02-03 06:24:00,4.33,-0.74,-3.59,350.25,-39.25,5.68,31.32,367.8,1342577
2026-02-03 06:25:00,4.19,-0.88,-3.63,348.16,-40.24,5.62,30.47,367.7,1337453
2026-02-03 06:26:00,4.04,-0.64,-3.55,351.05,-40.91,5.43,28.27,367.2,1324234
2026-02-03 06:27:00,3.98,-0.13,-3.30,358.13,-39.62,5.17,29.37,366.1,1317758
2026-02-03 06:28:00,4.03,-0.30,-3.22,355.70,-38.57,5.17,29.20,367.1,1310306
2026-02-03 06:29:00,4.00,-0.39,-3.22,354.38,-38.65,5.15,29.73,366.2,1315556
2026-02-03 06:30:00,4.13,-0.36,-3.02,355.07,-36.08,5.14,29.85,366.3,1313121
2026-02-03 06:31:00,4.06,-0.31,-3.11,355.61,-37.35,5.13,29.54,365.7,1309961
2026-02-03 06:32:00,4.07,-0.42,-3.30,354.06,-38.88,5.25,29.76,366.2,1314527
2026-02-03 06:33:00,4.06,-0.31,-3.39,355.60,-39.76,5.30,29.71,366.0,1322288
2026-02-03 06:34:00,4.04,-0.31,-3.39,355.66,-39.93,5.28,29.17,365.8,1324083
2026-02-03 06:35:00,4.02,0.01,-3.48,0.10,-40.92,5.35,28.76,367.6,1335446
2026-02-03 06:36:00,3.62,1.00,-4.24,15.45,-48.48,5.67,20.39,369.3,812227
2026-02-03 06:37:00,3.68,0.99,-4.19,15.08,-47.68,5.66,29.32,369.1,1344494
2026-02-03 06:38:00,3.28,1.43,-4.23,23.60,-49.75,5.54,28.96,368.8,1345587
2026-02-03 06:39:00,3.21,1.63,-4.21,26.84,-49.47,5.54,28.16,368.6,1339330
2026-02-03 06:40:00,3.23,1.64,-4.23,26.94,-49.42,5.57,29.23,368.8,1345722
2026-02-03 06:41:00,3.12,1.60,-4.36,27.15,-51.21,5.59,30.45,368.6,1344722
2026-02-03 06:42:00,3.24,1.49,-4.23,24.66,-49.86,5.55,27.97,368.2,1347458
2026-02-03 06:43:00,3.34,1.40,-4.22,22.77,-49.34,5.56,28.04,368.1,1346026
2026-02-03 06:44:00,3.34,1.52,-4.21,24.43,-48.96,5.59,28.08,368.4,1347227
2026-02-03 06:45:00,3.17,1.84,-4.31,30.12,-49.58,5.66,29.30,368.9,1347869
2026-02-03 06:46:00,3.07,1.89,-4.36,31.57,-50.45,5.66,30.22,368.3,1345033
2026-02-03 06:47:00,2.96,1.72,-4.52,30.18,-52.85,5.69,28.24,368.3,1327033
2026-02-03 06:48:00,2.87,2.42,-4.29,40.14,-48.75,5.71,30.49,368.5,1345371
2026-02-03 06:49:00,2.78,2.66,-4.20,43.74,-47.55,5.72,28.11,369.4,1347137
2026-02-03 06:50:00,2.71,2.63,-4.38,44.17,-49.24,5.78,18.49,333.3,645009
2026-02-03 06:51:00,2.70,2.76,-4.53,45.62,-49.61,5.96,9.84,283.7,49208
2026-02-03 06:52:00,2.46,2.73,-4.68,48.04,-51.88,5.96,9.65,285.3,49618
2026-02-03 06:53:00,2.72,2.59,-4.63,43.54,-50.97,5.97,9.70,284.4,50081
2026-02-03 06:54:00,2.37,2.89,-4.44,50.64,-49.91,5.80,9.81,284.7,49320
2026-02-03 06:55:00,2.49,2.98,-4.45,50.10,-48.85,5.91,9.93,283.6,49228
2026-02-03 06:56:00,2.47,2.98,-4.42,50.32,-48.83,5.88,9.97,284.3,49467
2026-02-03 06:57:00,1.82,3.24,-4.33,60.72,-49.32,5.70,29.72,369.2,1341256
2026-02-03 06:58:00,1.49,3.23,-4.45,65.17,-51.37,5.71,10.84,284.5,49944
2026-02-03 06:59:00,1.40,3.27,-4.55,66.74,-51.98,5.78,10.79,283.6,49423
2026-02-03 07:00:00,1.56,3.18,-4.55,63.87,-52.12,5.78,21.23,327.7,709895
2026-02-03 07:01:00,1.77,3.19,-4.47,60.98,-50.79,5.78,28.90,363.6,1264063
2026-02-03 07:02:00,1.64,3.11,-4.51,62.18,-52.05,5.73,10.48,284.2,48660
2026-02-03 07:03:00,1.99,3.01,-4.43,56.60,-50.83,5.71,31.47,370.3,1359583
2026-02-03 07:04:00,2.10,2.99,-4.39,54.99,-50.21,5.71,31.82,370.7,1364109
2026-02-03 07:05:00,2.17,2.94,-4.38,53.60,-50.16,5.70,31.36,370.3,1370365
2026-02-03 07:06:00,1.93,2.93,-4.38,56.67,-51.31,5.61,30.39,368.4,1335747
2026-02-03 07:07:00,1.99,2.82,-4.35,54.71,-51.55,5.56,31.45,369.6,1352962
2026-02-03 07:08:00,1.90,2.77,-4.24,55.56,-51.66,5.43,31.34,368.1,1340539
2026-02-03 07:09:00,2.31,1.78,-3.86,37.65,-52.95,4.96,29.82,366.8,1327615
2026-02-03 07:10:00,3.15,0.36,-3.20,6.55,-45.32,4.51,29.22,365.5,1313184
2026-02-03 07:11:00,3.34,0.16,-3.17,2.73,-43.50,4.61,29.29,365.5,1321814
2026-02-03 07:12:00,3.60,-0.17,-2.99,357.25,-39.67,4.70,29.18,365.8,1323080
2026-02-03 07:13:00,3.75,-1.10,-2.59,343.61,-33.52,4.71,28.58,366.4,1319905
2026-02-03 07:14:00,3.93,-1.78,-2.28,335.61,-27.87,4.88,28.30,368.3,1313859
2026-02-03 07:15:00,3.78,-1.44,-2.18,339.13,-28.24,4.73,28.58,366.2,1319027
2026-02-03 07:16:00,3.99,0.31,-3.17,4.47,-38.38,5.10,29.34,367.0,1340827
2026-02-03 07:17:00,3.97,0.55,-3.14,7.95,-38.07,5.10,29.27,367.5,1341142
2026-02-03 07:18:00,3.84,0.66,-3.26,9.79,-39.93,5.16,30.34,367.3,1343802
2026-02-03 07:19:00,3.74,1.99,-3.26,28.06,-37.53,5.36,30.99,368.0,1347371
2026-02-03 07:20:00,3.93,1.47,-3.35,20.52,-38.62,5.37,30.47,368.0,1348835
2026-02-03 07:21:00,3.84,0.82,-3.46,12.01,-41.35,5.24,29.42,367.5,1339286
2026-02-03 07:22:00,3.89,0.71,-3.41,10.28,-40.76,5.23,30.08,367.6,1341516
2026-02-03 07:23:00,3.97,0.67,-3.23,9.57,-38.80,5.16,29.78,367.2,1330785
2026-02-03 07:24:00,4.00,0.17,-3.15,2.49,-38.24,5.12,29.72,366.4,1325274
2026-02-03 07:25:00,4.04,-0.39,-3.17,354.46,-37.97,5.15,29.95,366.8,1325292
2026-02-03 07:26:00,3.89,-0.82,-3.34,348.03,-40.03,5.20,30.51,367.0,1329922
2026-02-03 07:27:00,4.06,-0.59,-3.13,351.74,-37.37,5.17,30.46,366.9,1331091
2026-02-03 07:28:00,4.08,-0.32,-3.15,355.58,-37.62,5.17,30.52,367.1,1333281
2026-02-03 07:29:00,4.27,0.13,-3.09,1.77,-35.92,5.28,30.22,367.4,1344385
2026-02-03 07:30:00,4.27,0.25,-3.13,3.31,-36.23,5.31,30.48,368.0,1345299
2026-02-03 07:31:00,4.13,0.27,-3.14,3.77,-37.19,5.20,28.57,367.0,1328289
2026-02-03 07:32:00,4.08,0.52,-2.90,7.28,-35.16,5.04,27.32,366.9,1309706
2026-02-03 07:33:00,4.15,0.76,-2.70,10.37,-32.62,5.01,16.63,338.0,598228
2026-02-03 07:34:00,4.56,-0.07,-2.79,359.12,-31.42,5.38,19.95,368.3,803598
2026-02-03 07:35:00,3.91,-2.07,-3.21,332.11,-35.93,5.40,31.17,366.6,1333061
2026-02-03 07:36:00,3.91,-2.27,-2.57,329.91,-29.67,5.20,29.44,366.5,1322164
2026-02-03 07:37:00,3.79,-2.31,-2.50,328.66,-29.43,5.09,29.52,366.7,1318991
2026-02-03 07:38:00,3.68,-2.56,-2.29,325.10,-27.07,5.04,30.18,367.0,1322071
2026-02-03 07:39:00,3.37,-3.12,-2.06,317.25,-24.13,5.04,31.81,366.6,1326684
2026-02-03 07:40:00,3.44,-2.91,-2.23,319.71,-26.39,5.04,30.48,367.4,1320898
2026-02-03 07:41:00,3.66,-2.50,-2.42,325.68,-28.59,5.06,31.18,367.1,1318594
2026-02-03 07:42:00,3.57,-2.55,-2.45,324.47,-29.19,5.02,31.40,367.0,1318424
2026-02-03 07:43:00,3.44,-2.85,-2.24,320.33,-26.60,5.00,31.84,367.2,1316633
2026-02-03 07:44:00,3.48,-2.83,-2.34,320.91,-27.57,5.06,32.04,367.4,1317255
2026-02-03 07:45:00,3.33,-2.96,-2.25,318.36,-26.85,4.99,32.24,367.9,1331458
2026-02-03 07:46:00,3.34,-3.03,-2.11,317.81,-25.09,4.98,32.43,368.6,1347886
2026-02-03 07:47:00,3.31,-2.83,-2.23,319.44,-27.08,4.90,32.92,368.8,1343677
2026-02-03 07:48:00,3.28,-2.89,-1.97,318.63,-24.18,4.80,33.28,368.1,1331725
2026-02-03 07:49:00,3.21,-3.14,-1.73,315.64,-21.08,4.81,32.96,367.4,1329167
2026-02-03 07:50:00,3.15,-3.16,-1.62,314.93,-19.99,4.75,32.83,367.0,1328014
2026-02-03 07:51:00,3.20,-3.03,-1.93,316.56,-23.69,4.83,33.28,367.5,1324815
2026-02-03 07:52:00,3.35,-2.87,-2.05,319.43,-24.87,4.88,32.60,367.2,1321159
2026-02-03 07:53:00,3.57,-3.10,-1.72,319.01,-19.98,5.04,32.80,368.0,1323286
2026-02-03 07:54:00,3.62,-3.53,-1.46,315.71,-16.09,5.26,33.15,368.4,1333139
2026-02-03 07:55:00,3.56,-3.48,-1.61,315.66,-17.90,5.24,32.99,368.3,1332061
2026-02-03 07:56:00,3.41,-3.75,-1.61,312.30,-17.64,5.32,33.32,369.1,1331805
2026-02-03 07:57:00,3.43,-3.14,-1.81,317.58,-21.25,4.99,32.67,367.5,1306089
2026-02-03 07:58:00,3.57,-3.42,-1.72,316.19,-19.21,5.24,33.10,368.2,1330579
2026-02-03 07:59:00,3.47,-3.67,-1.64,313.38,-18.01,5.31,32.44,367.6,1326863
2026-02-03 08:00:00,3.38,-3.40,-1.83,314.83,-20.86,5.13,33.32,368.0,1316891
2026-02-03 08:01:00,3.40,-3.28,-1.81,316.01,-20.92,5.08,32.66,367.4,1311248
2026-02-03 08:02:00,3.36,-3.49,-1.72,313.98,-19.58,5.15,32.82,367.7,1310447
2026-02-03 08:03:00,3.52,-3.84,-1.55,312.54,-16.61,5.44,33.10,368.4,1337043
2026-02-03 08:04:00,3.59,-3.67,-1.49,314.35,-16.19,5.34,32.79,368.5,1329603
2026-02-03 08:05:00,3.50,-3.70,-1.46,313.45,-15.94,5.30,33.15,368.5,1324787
2026-02-03 08:06:00,3.35,-3.69,-1.53,312.24,-17.02,5.21,33.01,367.5,1316966
2026-02-03 08:07:00,3.10,-3.41,-1.61,312.25,-19.20,4.88,32.19,366.9,1287239
2026-02-03 08:08:00,3.27,-3.68,-1.23,311.61,-14.03,5.08,32.15,367.6,1308068
2026-02-03 08:09:00,3.38,-3.73,-1.03,312.23,-11.58,5.14,33.30,368.2,1311640
2026-02-03 08:10:00,2.97,-3.82,-1.46,307.81,-16.78,5.05,32.93,368.0,1304617
2026-02-03 08:11:00,3.15,-3.63,-1.17,310.94,-13.63,4.94,32.88,367.3,1298617
2026-02-03 08:12:00,3.03,-3.66,-1.13,309.67,-13.41,4.89,31.65,368.3,1294792
2026-02-03 08:13:00,2.94,-3.64,-1.25,308.95,-14.99,4.85,30.46,367.9,1287870
2026-02-03 08:14:00,2.94,-3.72,-1.06,308.32,-12.56,4.87,31.81,367.7,1293870
2026-02-03 08:15:00,3.14,-3.41,-1.35,312.69,-16.25,4.84,32.04,367.8,1297905
2026-02-03 08:16:00,2.53,-3.92,-0.53,302.85,-6.43,4.73,31.46,368.0,1292252
2026-02-03 08:17:00,2.63,-3.88,-0.11,304.19,-1.36,4.70,31.54,367.4,1288964
2026-02-03 08:18:00,2.92,-3.68,-0.46,308.46,-5.54,4.73,32.41,367.1,1282813
2026-02-03 08:19:00,3.40,-3.52,-1.32,313.99,-15.14,5.06,33.05,367.8,1309888
2026-02-03 08:20:00,3.31,-3.27,-1.37,315.35,-16.36,4.86,32.28,367.7,1294106
2026-02-03 08:21:00,3.29,-3.33,-1.22,314.66,-14.67,4.84,32.93,366.8,1291150
2026-02-03 08:22:00,3.39,-3.20,-1.49,316.65,-17.70,4.89,33.12,367.2,1298031
2026-02-03 08:23:00,3.30,-3.40,-1.33,314.08,-15.71,4.92,33.44,367.3,1291318
2026-02-03 08:24:00,3.32,-3.44,-1.29,314.00,-15.17,4.95,33.12,366.9,1297971
2026-02-03 08:25:00,3.15,-3.47,-1.07,312.18,-12.90,4.82,33.23,367.4,1295840
2026-02-03 08:26:00,2.81,-3.90,-0.76,305.77,-8.96,4.85,33.06,367.0,1296530
2026-02-03 08:27:00,1.99,-4.33,-0.11,294.76,-1.27,4.79,33.09,366.8,1300955
2026-02-03 08:28:00,2.29,-4.12,-0.62,299.13,-7.49,4.81,32.75,367.2,1293341
2026-02-03 08:29:00,2.90,-3.62,-0.90,308.66,-10.94,4.73,31.81,366.4,1279544
2026-02-03 08:30:00,3.09,-3.31,-1.11,313.06,-13.84,4.66,32.31,366.3,1276775
2026-02-03 08:31:00,3.96,-2.42,-1.98,328.57,-23.13,5.03,31.46,367.8,1330912
2026-02-03 08:32:00,4.01,-2.47,-1.95,328.41,-22.48,5.10,31.23,367.9,1332324
2026-02-03 08:33:00,4.09,-2.15,-1.93,332.30,-22.70,5.02,30.92,367.3,1326270
2026-02-03 08:34:00,4.05,-2.00,-2.21,333.66,-26.04,5.03,30.75,367.6,1328633
2026-02-03 08:35:00,4.09,-2.20,-1.95,331.66,-22.74,5.04,30.60,367.7,1328989
2026-02-03 08:36:00,4.00,-2.50,-1.79,328.01,-20.76,5.04,30.33,368.0,1326203
2026-02-03 08:37:00,3.90,-2.66,-1.65,325.77,-19.22,5.00,30.74,367.6,1324954
2026-02-03 08:38:00,3.90,-2.77,-1.65,324.65,-19.02,5.06,31.56,367.6,1330800
2026-02-03 08:39:00,3.69,-2.74,-1.31,323.47,-15.87,4.77,29.55,367.4,1305003
2026-02-03 08:40:00,3.72,-2.94,-1.22,321.73,-14.47,4.90,30.78,366.7,1309290
2026-02-03 08:41:00,3.13,-3.65,-0.61,310.62,-7.22,4.87,32.18,366.9,1322241
2026-02-03 08:42:00,3.00,-3.41,-0.58,311.31,-7.26,4.58,32.26,366.5,1303127
2026-02-03 08:43:00,2.92,-3.41,-0.47,310.58,-5.97,4.52,31.63,366.0,1293710
2026-02-03 08:44:00,2.60,-3.71,-0.20,305.01,-2.55,4.54,32.02,367.2,1297675
2026-02-03 08:45:00,2.68,-3.72,-0.37,305.79,-4.68,4.60,32.78,366.2,1299948
2026-02-03 08:46:00,1.95,-4.05,0.17,295.70,2.20,4.53,32.35,367.4,1295075
2026-02-03 08:47:00,2.22,-3.92,-0.18,299.50,-2.25,4.53,31.79,367.9,1288771
2026-02-03 08:48:00,2.48,-3.76,-0.22,303.35,-2.78,4.51,32.10,367.0,1282769
2026-02-03 08:49:00,2.04,-3.99,-0.19,297.02,-2.41,4.51,31.97,367.2,1287378
2026-02-03 08:50:00,2.00,-4.03,-0.37,296.41,-4.69,4.51,32.05,367.6,1287024
2026-02-03 08:51:00,2.09,-3.97,-0.37,297.70,-4.70,4.51,32.22,366.7,1284467
2026-02-03 08:52:00,1.64,-4.10,-0.13,291.85,-1.71,4.53,31.83,366.4,1280057
2026-02-03 08:53:00,2.60,-3.64,-0.24,305.57,-3.04,4.49,31.42,367.2,1279184
2026-02-03 08:54:00,3.16,-3.67,-0.52,310.78,-6.07,4.88,32.00,367.1,1313118
2026-02-03 08:55:00,3.45,-3.48,-0.68,314.75,-7.91,4.94,31.70,367.1,1321131
2026-02-03 08:56:00,3.47,-3.55,-0.64,314.32,-7.37,5.01,32.08,367.8,1326482
2026-02-03 08:57:00,3.38,-3.56,-0.68,313.49,-7.85,4.95,31.06,367.3,1322185
2026-02-03 08:58:00,2.63,-4.35,-0.32,301.11,-3.59,5.08,31.84,367.8,1323740
2026-02-03 08:59:00,2.66,-4.44,-0.36,300.91,-3.94,5.20,32.74,368.1,1323017
2026-02-03 09:00:00,2.87,-4.28,-0.41,303.83,-4.60,5.17,32.85,368.8,1324334
2026-02-03 09:01:00,2.70,-4.56,-0.20,300.66,-2.18,5.32,32.96,368.8,1339939
2026-02-03 09:02:00,2.60,-4.82,0.11,298.34,1.16,5.48,32.90,369.3,1348169
2026-02-03 09:03:00,2.67,-4.88,0.31,298.71,3.15,5.58,32.73,369.3,1350367
2026-02-03 09:04:00,2.85,-4.60,0.41,301.83,4.31,5.44,32.67,368.6,1340466
2026-02-03 09:05:00,2.82,-4.60,0.57,301.48,5.99,5.42,32.87,368.9,1345568
2026-02-03 09:06:00,2.52,-4.79,0.50,297.78,5.30,5.44,33.02,369.0,1345224
2026-02-03 09:07:00,2.76,-4.86,0.42,299.58,4.34,5.60,32.77,369.3,1350355
2026-02-03 09:08:00,2.74,-4.88,0.50,299.35,5.15,5.62,33.12,369.2,1350080
2026-02-03 09:09:00,2.70,-4.78,0.38,299.43,3.95,5.50,32.65,369.1,1343268
2026-02-03 09:10:00,2.84,-4.76,0.24,300.82,2.43,5.55,33.17,369.3,1345017
2026-02-03 09:11:00,2.23,-5.05,0.44,293.87,4.53,5.56,32.24,368.8,1346768
2026-02-03 09:12:00,2.23,-5.16,0.37,293.34,3.78,5.63,33.20,369.5,1356382
2026-02-03 09:13:00,2.39,-5.02,0.49,295.40,5.06,5.59,32.70,369.2,1346259
2026-02-03 09:14:00,2.39,-5.02,0.35,295.44,3.64,5.58,33.16,369.0,1348534
2026-02-03 09:15:00,2.49,-5.12,0.18,295.98,1.81,5.70,32.53,369.8,1358895
2026-02-03 09:16:00,2.48,-5.11,-0.08,295.89,-0.79,5.68,32.89,369.5,1355304
2026-02-03 09:17:00,2.47,-5.15,-0.14,295.66,-1.40,5.71,32.62,370.0,1359958
2026-02-03 09:18:00,2.48,-5.04,-0.16,296.17,-1.63,5.62,32.87,369.1,1350469
